Accuracy,Precision,Recall,F1 Score,ROC-AUC,Model
0.888034188034188,0.27205882352941174,0.5362318840579711,0.36097560975609755,0.8481913675314932,XGBoost
0.852991452991453,0.22459893048128343,0.6086956521739131,0.328125,0.8561288157011413,CatBoost
0.9123931623931624,0.296969696969697,0.35507246376811596,0.3234323432343234,0.8558902315418131,Random Forest
0.7829059829059829,0.16964285714285715,0.6884057971014492,0.2722063037249284,0.8051145862127973,Logistic Regression
