object_id,timeperiod,top_reasons,shap_max_rain,shap_mean_rain,shap_sum_rain,shap_mean_ndvi,shap_mean_ndbi,shap_sum_population,shap_sum_aged_population,shap_sum_young_population,shap_mean_sex_ratio,shap_total_hhd,shap_net_sown_area_in_hac,shap_schools_count,shap_health_centres_count,shap_road_length,shap_distance_from_river,shap_drainage_density,shap_elevation_mean,shap_slope_mean,shap_mean_cn,shap_impact
18-321-00273,2026-04-01,max_rain contributed -13%; distance_from_river contributed -12%; mean_rain contributed -10%,-1.3604009,-1.0952992,-0.5746567,-0.7484376,-0.5511949,-0.2567125,-0.016819242,-0.10417812,-1.0663911,-0.5728858,-0.5802334,-0.5121318,0.080777906,-0.08799707,-1.2976078,-0.6199923,-0.5843205,-0.004457758,0.0059663253,-0.4359346
18-322-00219,2026-04-01,max_rain contributed -15%; mean_rain contributed -15%; sum_rain contributed -15%,-1.6776286,-1.6728307,-1.658735,-0.38128963,-0.37974367,-0.2143863,-0.09882561,-0.23347703,-0.9726857,-0.35040894,-1.4009646,-0.047318254,-0.34481934,-0.15643576,-0.23817497,-0.29985097,-0.14674453,-0.31235605,-0.09171668,-0.2348787
18-322-00220,2026-04-01,sum_rain contributed -14%; max_rain contributed -14%; mean_rain contributed -12%,-1.4989715,-1.3620414,-1.5142624,-0.59030396,0.05469967,-0.25558984,-0.16550177,-0.1642668,-0.95100284,-0.11303973,-1.3301753,0.05535305,-0.22266537,-0.38856006,-0.462902,-0.46810183,-0.7768871,-0.459842,-0.053177033,-0.18441433
18-322-00221,2026-04-01,max_rain contributed -25%; mean_rain contributed -11%; sum_rain contributed -8%,-2.648322,-1.1584983,-0.8954751,-0.70508856,-0.34477714,-0.056631602,-0.44381484,-0.10750783,-0.7204915,-0.34304824,-0.5100597,-0.5623741,-0.05416629,-0.31617367,0.010649985,-0.43285832,-0.6350441,-0.5464119,-0.084753364,-0.22070007
18-322-00267,2026-04-01,net_sown_area_in_hac contributed -15%; sum_rain contributed -15%; mean_rain contributed -12%,-1.0110301,-1.1517543,-1.4420615,-0.4419585,0.1044505,-0.43460345,-0.33575928,-0.25500676,-0.77738756,-0.434612,-1.4566646,-0.042620234,-0.4844247,-0.08580685,-0.04033283,-0.2911666,-0.16288292,0.06603974,-0.24302474,-0.19850516
18-323-00222,2026-04-01,max_rain contributed -25%; mean_ndbi contributed -16%; sum_rain contributed -10%,-1.4674187,-0.50320095,-0.57024467,0.3504688,-0.96595037,-0.08524092,0.06208265,0.17394263,-0.042723376,-0.32358503,-0.22265673,-0.16446202,0.025304478,0.12989618,0.19624679,0.12097205,0.22423469,0.089002974,0.14602037,-0.012231574
18-323-00223,2026-04-01,sum_rain contributed -22%; mean_rain contributed +10%; mean_ndbi contributed -10%,-0.22355905,0.46515867,-1.026075,0.37321943,-0.44744074,-0.027028136,-0.42962763,0.2097967,-0.17468104,0.042876344,-0.16095227,0.20142813,0.05444152,-0.037914615,-0.21459113,0.20274347,0.10407538,0.05875109,0.08863672,-0.02327244
18-323-00224,2026-04-01,max_rain contributed -26%; impact contributed -12%; mean_ndbi contributed -12%,-0.8681869,0.17002858,-0.17005813,-0.13999528,-0.38917014,-0.09117866,-0.111338854,-0.006000201,-0.091340125,0.050219413,0.032244924,0.035460986,0.06895469,0.087298684,0.10420223,0.22957116,-0.1253232,0.08340495,0.0410521,-0.40637758
18-323-00225,2026-04-01,sum_rain contributed -29%; mean_ndbi contributed -18%; net_sown_area_in_hac contributed -11%,-0.51148695,-0.31019112,-1.5254912,-0.22798575,-0.9670993,0.024804765,-0.033868726,-0.07158626,0.059678655,-0.0131992195,-0.5734813,-0.30171233,-0.053721003,-0.20574258,0.046011973,0.08507051,-0.06893639,0.04281527,0.019368123,-0.20175228
18-323-00226,2026-04-01,sum_rain contributed -28%; mean_ndbi contributed -15%; mean_rain contributed -11%,-0.30474752,-0.5080013,-1.3025507,0.25875017,-0.68584657,-0.19420595,-0.060061276,-0.10671094,-0.1959084,-0.0068378374,-0.34284493,0.10775531,-0.04728244,0.1100616,0.1378425,-0.048174795,-0.1143009,0.06007042,0.011791429,-0.11232395
18-323-00227,2026-04-01,max_rain contributed -17%; mean_ndvi contributed +10%; elevation_mean contributed +7%,-0.92361826,-0.17032003,-0.38258436,0.51901734,-0.33114946,-0.26389,-0.37686002,0.30004674,-0.01819112,-0.39497915,-0.17366573,-0.23241247,-0.22661589,-0.088335186,0.19304544,0.20153604,0.39508334,0.121793866,0.05797091,-0.0027503765
18-323-00228,2026-04-01,max_rain contributed -22%; sum_rain contributed -22%; mean_ndbi contributed -17%,-1.2133801,-0.16109347,-1.2064606,0.1729773,-0.9277513,-0.1906703,-0.116124764,-0.0665138,0.12485249,0.07026565,-0.3770331,-0.06429873,-0.029618364,-0.14288846,0.16638316,-0.28272077,0.061251648,0.08372669,-0.06713235,-0.06626621
18-323-00230,2026-04-01,sum_aged_population contributed -18%; sum_rain contributed -14%; net_sown_area_in_hac contributed -13%,-0.8932813,-0.17942072,-1.3514184,0.4186234,-0.59027606,-0.5883182,-1.6809592,0.12260062,0.023284769,-0.58043575,-1.2841297,-0.9314673,-0.5208879,-0.05866859,0.009929637,-0.06845542,-0.01487379,0.047993354,-0.021233521,-0.14576113
18-324-00231,2026-04-01,mean_ndvi contributed -17%; mean_sex_ratio contributed -14%; max_rain contributed -13%,-1.3589654,-0.27076474,-0.71001655,-1.7314072,-0.7358046,-0.18539739,-0.22002226,-0.1317167,-1.4470463,-0.19962592,-0.5022995,-0.6921025,-0.10998558,-0.8441307,0.04692586,-0.6967857,0.026635384,-0.120409176,-0.02375405,-0.2911621
18-324-00232,2026-04-01,net_sown_area_in_hac contributed -20%; sum_rain contributed -15%; max_rain contributed -11%,-0.92633766,0.2515154,-1.188568,0.22805768,-0.40006435,-0.4871168,-0.018393323,0.06217748,-0.6281431,-0.6822501,-1.646725,-0.87473345,-0.15442058,-0.27972442,-0.07366012,-0.0023766314,-0.03074754,0.027142622,0.025866153,-0.14544518
18-324-00233,2026-04-01,mean_sex_ratio contributed -21%; max_rain contributed -17%; sum_rain contributed -13%,-0.9860624,0.18482278,-0.75138706,-0.4256758,-0.5878721,-0.2055651,-0.09379891,-0.09605764,-1.2189031,-0.06787486,0.23822442,0.08838875,0.07825281,0.08590577,0.2053002,-0.15443991,0.19545306,0.034912884,0.05863926,0.028256213
18-324-00234,2026-04-01,sum_rain contributed -16%; max_rain contributed -16%; mean_ndvi contributed +9%,-0.88807696,0.20588985,-0.91114354,0.5378208,-0.48742336,-0.0988075,-0.07556498,0.15720075,-0.52684927,-0.48437172,-0.46594566,-0.33248252,0.055687014,-0.013127299,0.18208735,0.081077084,-0.048557676,0.059221394,0.061238486,-0.035130624
18-324-00260,2026-04-01,sum_rain contributed -19%; mean_sex_ratio contributed -14%; max_rain contributed -9%,-0.4779529,0.28744328,-1.04154,-0.18372816,-0.41390896,-0.14297545,-0.44500017,0.22924516,-0.7487567,-0.42382655,-0.09227783,0.13170342,-0.02486047,-0.19603881,0.10650529,-0.18004805,-0.031820517,0.028136196,0.03591857,0.12716724
18-324-00262,2026-04-01,mean_rain contributed +22%; mean_sex_ratio contributed -20%; max_rain contributed -10%,-0.4411572,0.96450764,-0.17499214,-0.33548546,-0.28022617,-0.04744951,-0.080854714,-0.12710069,-0.8676995,0.02438054,0.09052754,0.04702183,0.061837774,-0.04341334,0.017497825,-0.31915203,0.04900105,-0.07428779,-0.13771088,-0.113508485
18-324-00263,2026-04-01,mean_sex_ratio contributed -24%; sum_rain contributed -18%; max_rain contributed -8%,-0.56984025,-0.17013478,-1.340435,0.5688431,-0.027020406,-0.26917467,-0.36859956,0.099487536,-1.7971253,-0.5433085,-0.4297529,-0.54120284,-0.007257623,-0.220544,-0.03002895,0.09568997,-0.108575664,0.05515655,-0.0678227,-0.05330023
18-325-00237,2026-04-01,max_rain contributed -29%; sum_rain contributed -16%; mean_rain contributed -13%,-2.8684769,-1.2390677,-1.5553038,-0.85707855,0.12671675,-0.37761346,-0.5316007,0.005974552,-0.12087335,-0.38966197,-0.28811902,-0.5269557,-0.056885347,-0.11567762,-0.14370357,-0.18902193,0.004254789,-0.3260917,0.029332964,-0.098562114
18-325-00238,2026-04-01,max_rain contributed -39%; mean_rain contributed -16%; sum_rain contributed -7%,-3.1229303,-1.2712885,-0.58217984,0.1665901,-0.5151158,-0.077576764,-0.46422374,0.05242773,-0.15427904,-0.13718401,-0.2343133,0.07323068,-0.046223477,0.0680551,-0.014546298,-0.32307497,0.033799224,-0.38638,-0.1680487,-0.03000764
18-325-00239,2026-04-01,max_rain contributed -44%; mean_rain contributed -17%; sum_rain contributed -11%,-3.9312184,-1.5023764,-0.96000963,-0.19431515,-0.7503844,0.041391138,0.017488748,-0.35657206,0.0974286,0.03278638,-0.0020864278,0.15438904,0.023886602,0.08514478,0.1626527,0.18186091,0.057424948,0.17553794,0.15358542,-0.11563547
18-325-00269,2026-04-01,sum_rain contributed -24%; max_rain contributed -21%; mean_rain contributed -20%,-1.3531082,-1.3131477,-1.5169041,-0.29228753,0.4509823,-0.028958896,0.045898568,-0.1507273,0.13577794,0.11564661,0.1726136,0.056471508,0.009250886,0.07797179,0.27985516,0.14369139,0.051569603,0.07376934,0.095913574,-0.082651064
18-325-00270,2026-04-01,max_rain contributed -35%; sum_rain contributed -12%; mean_ndvi contributed -10%,-2.0036304,-0.25040132,-0.7155926,-0.5774161,0.43774426,0.24673548,0.110319026,0.017352032,0.04893857,0.14864783,0.06880393,-0.043314297,-0.046255313,-0.24157041,0.07616285,-0.33492777,-0.010097528,-0.05596964,-0.106418185,-0.21288142
18-326-00240,2026-04-01,sum_rain contributed -15%; net_sown_area_in_hac contributed -13%; schools_count contributed -11%,-1.0186632,-0.76939756,-1.5065517,-0.9750754,0.17170456,-0.5074496,-0.6274875,0.014736329,-0.009408836,-0.67384297,-1.3454505,-1.0906975,-0.46731862,-0.23800576,-0.0585564,-0.08599466,-0.07769963,-0.00021861959,-0.18880332,-0.25660807
18-326-00241,2026-04-01,max_rain contributed -16%; mean_rain contributed -15%; sum_rain contributed -15%,-1.2206403,-1.1648699,-1.1419406,-0.71691376,0.1443597,-0.0024623722,-0.2391486,-0.05678807,-0.66548383,-0.4675686,-0.4075636,-0.06902043,-0.24541551,-0.017423108,-0.13074909,-0.41967878,-0.07402294,-0.2681094,-0.19640876,-0.11994035
18-326-00242,2026-04-01,max_rain contributed -24%; sum_aged_population contributed -13%; sum_rain contributed -12%,-2.8995183,-1.3723291,-1.394545,-0.61065227,-0.9701873,-0.49242902,-1.5553244,-0.0039775986,-0.36467057,-0.43188217,-0.07049968,-0.51922536,-0.28434232,-0.17855534,-0.057181336,-0.17302218,-0.03906212,-0.5143977,-0.06800467,-0.10859763
18-326-00243,2026-04-01,max_rain contributed -24%; sum_aged_population contributed -16%; sum_rain contributed -14%,-2.61301,-1.0783656,-1.4932703,-0.86758375,-0.2005541,-0.40817884,-1.6982789,-0.026796995,0.0056837057,-0.42882586,-0.08642726,-0.5757957,-0.30684772,-0.20962083,-0.11951633,-0.3752477,-0.033724446,-0.029631082,-0.109332904,-0.11839433
18-326-00244,2026-04-01,net_sown_area_in_hac contributed -16%; max_rain contributed -14%; sum_rain contributed -14%,-1.3484261,-0.3717957,-1.306103,-0.7537211,-0.26850083,-0.1387986,-0.5769942,0.027047252,-0.075036235,-0.5631776,-1.4844046,-1.0183146,-0.21929918,-0.21938194,-0.040446885,-0.3765584,-0.11637583,0.026868988,-0.11908824,-0.28518748
18-326-00245,2026-04-01,max_rain contributed -39%; mean_rain contributed -27%; sum_rain contributed -8%,-2.4272687,-1.6314662,-0.5180655,-0.036254913,0.3093168,0.015354352,0.021195255,-0.026401851,-0.019614005,-0.003967124,0.099707544,-0.074865736,-0.14543155,0.045834552,0.13644907,-0.29809391,-0.20322204,-0.07386874,0.015966738,-0.045971636
18-326-00246,2026-04-01,max_rain contributed -37%; mean_ndvi contributed -10%; health_centres_count contributed -9%,-1.8485609,0.019158583,-0.08187563,-0.51057756,0.22630872,-0.052534256,-0.036642466,-0.27166617,-0.1235552,-0.1311588,0.1018455,-0.13056147,-0.44761202,-0.047701273,0.10920425,-0.27753893,-0.1922569,-0.18698628,-0.01810415,-0.15710372
18-326-00247,2026-04-01,max_rain contributed -38%; mean_ndbi contributed +8%; mean_rain contributed +7%,-1.6965178,0.3049517,-0.13926679,-0.1428388,0.36988157,-0.09561891,-0.11492964,0.047405086,-0.15801498,-0.038144108,0.15201537,0.099985115,-0.28938928,0.030016828,0.24255969,-0.086322606,-0.20608208,-0.05759276,0.111008786,-0.0925328
18-326-00268,2026-04-01,max_rain contributed -27%; mean_rain contributed -16%; mean_ndbi contributed -14%,-1.6731949,-1.0037882,-0.5114841,0.30864406,-0.86444426,0.041707814,-0.4519319,0.19105846,-0.21009153,-0.029516356,0.21699297,0.056138944,-0.18257868,-0.016359486,0.10450006,-0.075335786,-0.0006997042,-0.12871031,0.1406729,0.013426916
18-755-00248,2026-04-01,mean_ndvi contributed -15%; max_rain contributed -15%; sum_rain contributed -13%,-0.9592259,-0.090237714,-0.8173817,-0.9698543,-0.44730493,-0.2859895,-0.096491165,-0.039180998,-0.68305665,-0.13972794,0.0023284287,0.036714226,-0.00379892,-0.0797712,-0.49394983,-0.27665,0.03442847,-0.1110076,-0.37081492,-0.4028946
18-755-00278,2026-04-01,mean_ndvi contributed -19%; max_rain contributed -19%; mean_ndbi contributed -13%,-1.3223183,-0.111523524,-0.83483756,-1.3232654,-0.95241493,-0.017516328,-0.022152703,-0.15285301,-0.06336952,0.035292313,-0.22294639,0.012688194,-0.33931485,-0.101529114,-0.3643842,-0.13217327,-0.3049405,0.040008888,-0.30416095,-0.41599017
18-755-00279,2026-04-01,mean_ndvi contributed -21%; max_rain contributed -19%; sum_rain contributed -14%,-1.0406023,0.06615142,-0.77155083,-1.1238743,-0.6093287,-0.24960382,0.012840431,-0.025483077,-0.3528102,-0.019353706,-0.26335657,0.07630198,0.09393703,-0.009597097,0.07810709,-0.09689114,-0.12539229,0.012077811,0.0418693,-0.30062088
18-756-00249,2026-04-01,mean_ndvi contributed -22%; mean_ndbi contributed -15%; mean_rain contributed -9%,-0.19285367,-0.42184567,0.37567106,-1.0023991,-0.67042744,0.095906265,-0.0846441,-0.14914542,-0.29538912,0.071030125,-0.14646953,0.02071256,-0.08122624,0.079616204,-0.15921779,-0.14177926,0.1425847,-0.1311229,0.0056779906,-0.29874268
18-756-00250,2026-04-01,max_rain contributed -19%; sum_rain contributed -11%; impact contributed -9%,-0.7635091,0.22837889,-0.43622255,-0.15381013,0.17014563,0.19305071,-0.23366822,-0.2509727,0.16505936,-0.07496457,0.10235008,0.07285424,-0.002075941,0.09968117,0.19370025,0.20151417,0.22457902,0.019000918,0.10570612,-0.34738666
18-756-00251,2026-04-01,max_rain contributed -16%; sum_rain contributed -13%; sum_aged_population contributed -9%,-0.62884885,0.3307702,-0.5118904,-0.16298886,0.229461,0.013467113,-0.3627082,0.012753797,0.021447862,-0.0059015644,0.06855493,0.10086076,0.09160309,0.11106455,-0.33689034,0.18392304,0.18347125,0.12850596,0.14979628,-0.30764824
