object_id,timeperiod,top_reasons,shap_max_rain,shap_mean_rain,shap_sum_rain,shap_mean_ndvi,shap_mean_ndbi,shap_sum_population,shap_sum_aged_population,shap_sum_young_population,shap_mean_sex_ratio,shap_total_hhd,shap_net_sown_area_in_hac,shap_schools_count,shap_health_centres_count,shap_road_length,shap_distance_from_river,shap_drainage_density,shap_elevation_mean,shap_slope_mean,shap_mean_cn,shap_impact
18-308-00149,2026-04-01,sum_aged_population contributed -20%; sum_rain contributed -10%; schools_count contributed -9%,-0.12937565,-0.29453635,-1.1181453,-0.5309693,-0.67729455,-0.4300243,-2.1449409,-0.07574008,-0.03142469,-0.7412621,-0.048631344,-0.98686713,-0.4331564,-0.7246549,-0.017714545,-0.50099087,-0.74380744,-0.62998503,-0.09750873,-0.36736336
18-308-00150,2026-04-01,max_rain contributed -16%; mean_rain contributed -12%; impact contributed -8%,-0.64451504,-0.44964668,-0.13694775,-0.29805925,0.16730587,0.13889796,-0.12612265,-0.011686714,0.07748376,0.037822787,0.19127052,0.21478954,0.12969106,0.15676455,0.11724155,-0.1537814,0.23783326,0.12008595,0.17517997,-0.32177076
18-308-00151,2026-04-01,max_rain contributed -19%; mean_rain contributed +15%; mean_sex_ratio contributed +14%,-0.62491256,0.4911047,0.10861998,-0.34956026,-0.12274757,-0.13770892,-0.05094622,-0.038948163,0.46623313,0.06707587,0.04636013,0.05946643,0.02680301,0.054342773,-0.060004413,0.08588797,0.09808592,0.055642966,0.034841355,-0.31673488
18-308-00152,2026-04-01,max_rain contributed -22%; mean_ndbi contributed -17%; impact contributed -12%,-0.77963066,-0.14192767,0.20826374,-0.13002451,-0.59533596,-0.09177412,-0.030321978,0.006911909,0.061023824,0.07981295,0.12802668,-0.09982458,0.12189363,0.039521515,0.075571515,0.17108537,0.2170733,0.07370075,0.064039275,-0.40631866
18-308-00153,2026-04-01,max_rain contributed +25%; mean_ndbi contributed -11%; impact contributed -9%,0.7252132,-0.05353366,0.032493457,0.033293195,-0.3264103,-0.119638205,-0.12372915,-0.066839956,-0.08460413,0.07977405,-0.046830334,0.027044192,0.093586706,0.13860828,0.104963645,0.14039382,0.25503933,-0.028979432,0.12581907,-0.26763228
18-309-00154,2026-04-01,mean_sex_ratio contributed -24%; mean_ndbi contributed -14%; impact contributed -10%,-0.2128927,-0.062030897,0.08235963,-0.10686104,-0.39895636,0.060517326,-0.033623658,-0.05004963,-0.66983944,-0.20771529,-0.004406746,-0.00084181747,-0.08411817,-0.023531688,0.07660779,0.17889363,-0.13039207,0.085889086,0.085855745,-0.27963755
18-309-00155,2026-04-01,max_rain contributed +19%; sum_rain contributed +14%; mean_ndvi contributed -13%,0.6285444,0.014654346,0.48382768,-0.43640798,-0.16214344,-0.051121227,0.026706882,-0.24512419,-0.09027949,0.062077194,-0.09384893,0.10644331,-0.21561494,0.044277985,0.0913491,0.08984239,-0.12726289,0.011615329,0.060627665,-0.3503438
18-309-00156,2026-04-01,mean_ndbi contributed -22%; sum_rain contributed +18%; impact contributed -10%,-0.24793081,0.010672615,0.7519889,-0.31441495,-0.90223104,0.009950324,0.13307835,-0.20320643,0.22836824,0.04452849,0.08417914,0.17070375,-0.031983938,-0.087808505,-0.11580017,-0.056491964,0.111828834,0.07948293,0.10265113,-0.40734026
18-309-00157,2026-04-01,max_rain contributed -16%; mean_sex_ratio contributed -13%; impact contributed -11%,-0.58688414,-0.13582936,0.38514176,-0.0720077,0.18145287,0.34172824,0.06394704,-0.017536603,-0.4769868,0.11062369,0.24502137,0.119638525,0.034052074,-0.08452503,-0.004021158,-0.16133718,0.015207881,-0.11764101,0.1192186,-0.41941106
18-310-00158,2026-04-01,max_rain contributed -28%; mean_ndvi contributed -15%; impact contributed -11%,-1.034199,0.11970647,0.01593852,-0.53663874,-0.23249625,-0.1572951,0.042899817,-0.0330698,-0.19823751,0.0017529174,0.0971253,0.14146964,0.0026572226,-0.017429577,-0.16926506,0.098544605,0.07875229,-0.010302915,-0.29283828,-0.39919874
18-310-00159,2026-04-01,max_rain contributed -15%; distance_from_river contributed -11%; mean_rain contributed +10%,-0.70338047,0.45747,-0.34426638,-0.22015141,-0.37280968,-0.11364216,-0.1513384,-0.07500373,0.40646154,0.04479434,0.08480648,0.1363993,-0.061345685,0.067498125,-0.489359,-0.1313068,-0.02538484,0.013824609,-0.24295816,-0.40980518
18-310-00160,2026-04-01,mean_ndbi contributed -24%; mean_rain contributed +13%; sum_rain contributed +9%,-0.38874704,0.63173467,0.43308443,0.39804885,-1.1940913,-0.107682206,0.01829067,0.029760094,-0.10724658,0.037620228,0.18106772,0.19157532,0.03871953,0.060185153,0.19918615,0.18708833,0.17378867,0.054930672,0.09822374,-0.3810463
18-310-00161,2026-04-01,distance_from_river contributed -15%; sum_rain contributed -11%; impact contributed -10%,-0.28674784,0.41875625,-0.50277495,-0.38530278,-0.16946745,-0.111839116,0.12595825,0.04157411,0.37835225,-0.046645597,-0.21679755,0.04931224,0.08550376,0.043083176,-0.6387295,0.23294172,0.015942615,0.058960117,0.15704352,-0.42660356
18-310-00162,2026-04-01,distance_from_river contributed -22%; max_rain contributed -18%; sum_rain contributed -14%,-0.91874075,-0.12127453,-0.7087459,-0.2777171,-0.2499277,-0.22759765,-0.06861269,-0.02584219,-0.16088046,-0.042589437,-0.038458396,0.038721796,0.034563642,-0.21303147,-1.0952489,0.15224463,0.039443262,-0.02043946,0.1452433,-0.4843718
18-310-00163,2026-04-01,max_rain contributed -18%; distance_from_river contributed -17%; sum_rain contributed -13%,-0.96859425,-0.1749177,-0.7167237,-0.090118624,-0.7147443,-0.23211363,-0.041582692,-0.05129802,0.0029532374,0.03041915,0.025924701,0.031720992,0.07046745,-0.059835657,-0.92822844,0.10348496,-0.11819196,-0.15610304,-0.36841154,-0.4653117
18-310-00164,2026-04-01,mean_ndbi contributed -29%; impact contributed -11%; max_rain contributed -11%,-0.44432616,0.15784286,-0.28643063,-0.1982028,-1.1591941,-0.06782278,-0.0452732,-0.20189069,-0.12507294,-0.0027427417,0.059523746,0.018680654,0.10340618,-0.0773102,-0.18310714,-0.10949878,-0.060756024,-0.018417796,-0.21327543,-0.4512985
18-311-00165,2026-04-01,max_rain contributed -19%; mean_ndbi contributed -16%; sum_rain contributed -12%,-0.6473061,0.09386342,-0.4059796,-0.02102286,-0.5502006,-0.21020348,-0.05967202,-0.04022671,-0.29736164,0.040472534,-0.011317218,-0.07093085,0.056843597,-0.1157673,-0.019309787,-0.22006573,0.15550618,0.0050273687,-0.11259275,-0.24272941
18-311-00166,2026-04-01,max_rain contributed -22%; mean_ndbi contributed -15%; sum_rain contributed -15%,-0.9441694,-0.13427539,-0.6456113,-0.2481554,-0.66840017,-0.11500871,-0.1414411,-0.053683277,-0.1889537,0.013457808,0.07081222,-0.06413079,-0.06013162,-0.050847962,-0.05510028,0.17666832,0.15072997,-0.08045277,0.044418707,-0.40583664
18-311-00167,2026-04-01,max_rain contributed -27%; mean_ndvi contributed -13%; distance_from_river contributed -9%,-0.95051605,0.018862795,-0.18082157,-0.45710418,0.16038644,-0.0331461,-0.082305625,-0.04507128,0.040790778,-0.010826402,-0.28892034,0.03934831,-0.06071209,-0.004548464,-0.32943654,-0.16222484,0.0026545343,-0.18442337,-0.21307278,-0.32147995
18-311-00168,2026-04-01,max_rain contributed -23%; sum_rain contributed -10%; distance_from_river contributed -10%,-1.1913204,-0.13345069,-0.5318175,-0.04493609,0.2513873,-0.13268746,-0.24246848,-0.075789526,0.427929,-0.026576973,-0.20592475,-0.07683481,-0.4087516,-0.08543149,-0.5199277,-0.111654684,-0.017958326,-0.05459979,-0.15472913,-0.3764362
18-312-00169,2026-04-01,max_rain contributed -32%; mean_ndvi contributed -11%; sum_rain contributed -7%,-0.9541513,0.094054945,-0.213239,-0.33404487,0.035381995,-0.17069364,-0.11935747,-0.01828283,0.013428251,0.03668398,0.059169788,0.071343526,0.054940175,0.07764126,-0.16416222,0.096273206,0.15290019,-0.07363579,0.09596537,-0.18289417
18-312-00170,2026-04-01,distance_from_river contributed -27%; max_rain contributed -15%; mean_ndvi contributed -14%,-0.99485207,-0.14774348,-0.3085632,-0.90495884,-0.30346164,-0.19451131,-0.23149127,-0.06415715,-0.38707873,-0.035009794,0.06909523,-0.06739327,-0.038178228,-0.047919,-1.7748685,-0.13450976,0.035579,-0.16133928,-0.2404419,-0.4236983
18-312-00171,2026-04-01,total_hhd contributed -12%; max_rain contributed -11%; distance_from_river contributed -11%,-0.7963595,-0.26139718,-0.2970591,-0.19113365,0.13207795,-0.2732996,-0.12748876,-0.09255168,-0.40680322,-0.84180903,-0.6802272,-0.1515047,-0.08224655,-0.25413755,-0.7741618,-0.4588849,-0.33811006,-0.62480474,0.11255453,-0.31821233
18-312-00276,2026-04-01,max_rain contributed -34%; mean_rain contributed +19%; impact contributed -9%,-1.1075128,0.61707807,-0.029407328,-0.2243201,0.025289487,-0.07204446,-0.013985662,-0.030345215,-0.20719667,-0.027357016,0.16097893,0.03653301,0.0202578,0.057166144,-0.021297302,0.071244925,0.19543646,-0.0044176388,0.033917766,-0.2998867
18-312-00277,2026-04-01,max_rain contributed -18%; sum_rain contributed -15%; mean_sex_ratio contributed -9%,-0.50677973,0.008632964,-0.4261196,-0.12945503,-0.017108666,0.14319429,-0.05093998,-0.026312232,-0.26819345,0.0038707643,-0.23717958,0.1821446,-0.0238349,0.100271136,0.12893754,-0.19829158,0.108234,0.05569623,0.0034678215,-0.21181992
18-313-00172,2026-04-01,max_rain contributed -34%; net_sown_area_in_hac contributed -11%; mean_ndvi contributed -9%,-1.3734703,0.080646224,0.23373893,-0.3727873,0.06834162,-0.11716101,0.15461516,-0.07750283,0.13123304,0.007218153,-0.4388818,0.12749821,0.0056265574,-0.100624695,0.08985095,-0.07616224,0.118798174,0.09271602,0.006288084,-0.30964583
18-313-00173,2026-04-01,max_rain contributed -29%; mean_rain contributed +14%; net_sown_area_in_hac contributed -8%,-1.310778,0.65761,0.040328808,0.36234602,-0.10047207,-0.15218332,0.03505538,-0.050664198,0.03227546,-0.2934116,-0.38378322,-0.07282327,-0.003587355,0.03420598,0.13764623,0.093654625,0.15538318,0.16925511,-0.1527428,-0.31215015
18-313-00174,2026-04-01,max_rain contributed -36%; sum_rain contributed -8%; mean_ndvi contributed -8%,-1.6057503,0.30007634,-0.37820882,-0.37745896,0.0011492154,0.007886704,0.06772428,-0.028108384,0.10129308,0.0312715,0.12050132,0.040852483,0.07613696,0.069624625,-0.2630452,0.18472631,0.14643908,-0.29361093,0.1627022,-0.25694036
18-313-00175,2026-04-01,max_rain contributed -17%; mean_ndvi contributed -11%; mean_rain contributed +10%,-0.8551409,0.5198235,-0.48107424,-0.5691925,0.13471527,0.29685724,0.20327328,-0.055912662,0.112646565,0.07809205,-0.11674614,-0.06622843,-0.2862265,-0.2596394,-0.36192822,-0.02030761,0.14063643,-0.045218572,0.13295844,-0.39466354
18-313-00176,2026-04-01,max_rain contributed -40%; mean_ndvi contributed -11%; sum_rain contributed -9%,-2.2715693,-0.21113156,-0.5035664,-0.6327855,-0.067748405,-0.026551008,-0.20255516,-0.13710205,-0.026676951,-0.030637637,-0.06694661,-0.07757445,-0.42539665,0.14795052,0.10030121,-0.24506094,-0.10483043,-0.19388908,-0.078961805,-0.1640018
18-313-00177,2026-04-01,max_rain contributed -24%; road_length contributed -12%; impact contributed -9%,-1.0138981,0.14870757,-0.036779072,-0.29818246,-0.19444034,-0.21676274,-0.019024838,-0.03255242,0.08049529,-0.022647446,0.007885541,-0.161255,-0.27316055,-0.50015545,0.0814563,-0.15051426,-0.27290693,-0.12914847,-0.20885615,-0.37186244
18-314-00178,2026-04-01,mean_sex_ratio contributed -17%; mean_rain contributed -16%; distance_from_river contributed -16%,0.1668668,-1.136606,-0.1238715,-0.2707438,0.045180805,-0.1454313,-0.07410935,-0.14344068,-1.2462033,0.028114287,0.19373418,-0.0024893899,-0.09755886,-0.11804314,-1.1360432,-0.33039078,-0.34419838,-0.78053594,-0.34951672,-0.5594083
18-314-00179,2026-04-01,slope_mean contributed -13%; elevation_mean contributed -11%; total_hhd contributed -10%,0.19925362,-0.34508058,-0.13850614,0.11323459,-0.04884933,-0.2798533,-0.33421975,-0.17877138,-0.57801926,-0.75610715,-0.62325835,-0.058815517,-0.18099695,-0.06066059,-0.49476779,-0.46822673,-0.8101505,-0.9544539,-0.26364708,-0.44096792
18-314-00275,2026-04-01,sum_rain contributed +31%; impact contributed -10%; mean_ndvi contributed -9%,-0.023590073,-0.27965212,1.556723,-0.46372405,0.15333126,-0.045608453,-0.029665198,0.012463686,-0.031306595,0.08015066,0.14214718,-0.21934682,0.07764941,0.1111213,-0.2617835,-0.21496008,-0.24795935,-0.38334963,-0.14010642,-0.5048127
18-315-00180,2026-04-01,max_rain contributed -20%; mean_rain contributed -12%; mean_sex_ratio contributed -10%,-2.2962968,-1.357085,-0.19272062,-0.2442163,-1.053371,-0.33903226,-0.22916698,-0.09885889,-1.1238343,-0.6392042,-0.19278854,0.016636774,-0.41313887,-0.28502145,-0.1327789,-0.5263047,-0.8904101,-0.89812386,-0.13956925,-0.17186145
18-315-00181,2026-04-01,mean_rain contributed -14%; mean_sex_ratio contributed -14%; mean_ndvi contributed -10%,-0.59217423,-1.2777339,0.06630577,-0.93371207,-0.4110625,-0.15771988,-0.27714112,-0.27930316,-1.2755128,-0.59454405,-0.43361014,0.02344986,-0.30082813,-0.027656138,-0.10868406,-0.5488621,-0.6337217,-0.85561377,-0.05917361,-0.47753003
18-315-00182,2026-04-01,max_rain contributed -16%; net_sown_area_in_hac contributed -9%; distance_from_river contributed -9%,-2.2103832,-1.0500197,-0.45309025,-0.0450926,-1.0234904,-0.5527511,-0.61398995,-0.08266876,-0.7547887,-0.507529,-1.2517685,-0.3506933,-0.25944945,-0.3779264,-1.1613007,-0.5618631,-0.9305305,-0.715058,-0.26651046,-0.28888953
18-315-00183,2026-04-01,max_rain contributed -21%; mean_sex_ratio contributed -12%; elevation_mean contributed -8%,-2.243931,-0.8511804,-0.3657236,-0.5546466,-0.19022961,-0.26036987,-0.51607907,-0.320938,-1.2662002,-0.58561075,-0.10753978,-0.04120135,-0.3919541,-0.27422908,-0.32293227,-0.31227174,-0.9088589,-0.827955,-0.18278238,-0.21792538
18-316-00184,2026-04-01,mean_ndbi contributed -15%; net_sown_area_in_hac contributed -14%; drainage_density contributed -13%,0.12425341,-0.11584947,-0.22627056,-0.29309458,-0.78312236,-0.09732963,-0.11056544,-0.0729744,-0.107387334,0.0027537227,-0.7106576,-0.22576526,0.03579095,0.011298836,0.11790063,-0.6545504,-0.38350973,-0.6037754,-0.08047182,-0.4680532
18-316-00185,2026-04-01,max_rain contributed -20%; schools_count contributed -9%; mean_sex_ratio contributed +8%,-1.005918,-0.24685001,-0.31995493,0.35814363,-0.24183322,0.20312983,0.055269435,-0.14308125,0.39307684,-0.15031023,0.1211936,-0.4572473,-0.3291649,-0.15724799,0.011853924,-0.20039447,0.040853303,-0.22641034,0.08846708,-0.34389013
18-316-00186,2026-04-01,mean_ndvi contributed -29%; max_rain contributed -12%; mean_ndbi contributed -8%,-0.73993367,0.063213445,-0.35881844,-1.7537172,-0.5145687,-0.071681894,0.026882432,-0.013677626,0.25252792,0.043665916,-0.34166208,-0.1482238,0.03345972,0.04272519,-0.006567894,-0.482303,-0.3518635,-0.42968115,0.0103907725,-0.44468322
18-316-00187,2026-04-01,mean_ndvi contributed -21%; max_rain contributed -14%; mean_rain contributed -13%,-0.83979964,-0.7618268,-0.45087355,-1.2192092,-0.3589501,0.11573723,-0.035453353,-0.062469,-0.15562043,0.04769176,0.18360989,-0.25930664,-0.1316928,0.071023986,-0.03994852,-0.21800894,0.08533956,-0.2632093,-0.19322568,-0.34682906
18-316-00188,2026-04-01,max_rain contributed -15%; mean_ndvi contributed -14%; sum_rain contributed -13%,-0.70325994,-0.50915253,-0.598101,-0.65975034,0.03240809,-0.029192422,-0.018019166,-0.13803534,-0.21798986,0.0784932,0.17112236,-0.12485009,-0.21567786,0.06990401,0.07941825,-0.12411824,-0.2187903,-0.36557925,0.041835606,-0.32107267
18-317-00189,2026-04-01,elevation_mean contributed -22%; sum_rain contributed -15%; mean_rain contributed -8%,-0.35726726,-0.526516,-0.98239076,-0.4208917,-0.522148,-0.21429655,-0.3157588,-0.33741432,-0.34140378,0.07571899,0.14984646,0.05000254,0.073743984,0.09003884,0.0464364,0.18361937,-1.4706314,0.051188976,0.075190835,-0.3613059
18-317-00190,2026-04-01,elevation_mean contributed -30%; mean_ndbi contributed -14%; sum_rain contributed -12%,-0.39356223,-0.5620956,-0.58429617,0.05316644,-0.6785763,-0.14628218,0.013919062,-0.07976812,-0.07294737,0.008516533,0.025800742,0.05659152,0.035125375,-0.017440172,0.12934104,-0.1385101,-1.5079271,0.021441892,0.06500962,-0.39901814
18-317-00191,2026-04-01,elevation_mean contributed -24%; net_sown_area_in_hac contributed -13%; mean_rain contributed -12%,-0.50439334,-0.80520546,-0.44368824,-0.15431216,-0.45766214,-0.16662242,0.027941296,-0.10061134,-0.1834107,0.058211256,-0.90125763,-0.29031932,0.051628772,0.031481795,0.06573377,-0.16460411,-1.6280886,-0.23334602,0.034791734,-0.4097899
18-317-00192,2026-04-01,net_sown_area_in_hac contributed -12%; mean_ndbi contributed -11%; mean_ndvi contributed -10%,-0.4425881,-0.02852605,-0.4025142,-0.52660596,-0.6131224,-0.0933455,-0.15735057,-0.17875491,-0.21415535,0.007121943,-0.6347303,-0.38180348,0.036999293,0.011474589,0.032875936,-0.3148463,-0.19082187,-0.51879513,-0.2586719,-0.45137858
18-317-00193,2026-04-01,distance_from_river contributed -19%; mean_ndbi contributed -12%; schools_count contributed -10%,0.137071,-0.14201227,0.31249586,0.054425485,-0.87726766,-0.25437838,-0.37945613,-0.35401452,-0.32654354,0.007382795,-0.042132035,-0.70292306,0.052681826,-0.11853294,-1.4022068,-0.53809255,-0.31603792,-0.57719237,-0.09102418,-0.5487815
18-318-00194,2026-04-01,sum_rain contributed -24%; elevation_mean contributed -24%; mean_ndbi contributed -16%,-0.15532716,-0.070695184,-1.4198139,-0.27381015,-0.9560199,0.2027633,-0.045540795,-0.017722093,0.0053879884,-0.054296575,-0.30682585,-0.10404345,0.02362412,0.092564076,-0.0026207692,-0.07172995,-1.3903632,-0.058959525,0.088447556,-0.475642
18-318-00195,2026-04-01,sum_rain contributed -19%; elevation_mean contributed -17%; mean_ndbi contributed -12%,-0.6274069,-0.3500538,-1.3743366,0.17894717,-0.86746514,-0.09375932,-0.007932007,-0.05926134,-0.49101788,0.047708746,-0.31021264,-0.2750598,0.04102014,0.002093403,-0.28045985,-0.16547582,-1.207161,-0.16684812,0.01656894,-0.54667324
18-318-00196,2026-04-01,sum_rain contributed -19%; mean_sex_ratio contributed -18%; slope_mean contributed -11%,0.00990633,0.16536689,-0.92436755,0.09496429,0.20581016,-0.08696498,0.04481828,-0.117767416,-0.8740104,0.031112252,-0.08555474,-0.3176437,0.06713456,0.015274903,-0.3259263,-0.12332011,-0.32760665,-0.5508947,-0.03459857,-0.51008576
18-318-00197,2026-04-01,mean_sex_ratio contributed -19%; slope_mean contributed -14%; impact contributed -9%,0.106609814,0.19366245,0.047654286,-0.031713665,0.35016024,-0.11881374,0.061747648,-0.0741571,-0.9211321,0.05582459,0.13575986,-0.31935462,-0.10549948,-0.08108756,-0.29834804,-0.34377328,0.18076879,-0.64868236,-0.27244368,-0.45067725
18-319-00198,2026-04-01,sum_rain contributed -10%; mean_sex_ratio contributed -10%; mean_ndvi contributed -10%,-0.5792358,0.3548511,-0.6314374,-0.60838217,-0.40697116,-0.10843532,-0.19818996,-0.017392142,-0.6249331,0.013279928,-0.5568342,-0.51309156,-0.02993512,0.058774695,0.05336097,-0.34054762,0.004636286,-0.5911909,-0.21391268,-0.27942762
18-319-00199,2026-04-01,max_rain contributed -23%; mean_ndbi contributed -13%; mean_sex_ratio contributed -13%,-1.319845,-0.42455232,-0.07220773,-0.12475663,-0.73983604,-0.05077131,-0.0961961,-0.22842927,-0.7253749,-0.12131669,-0.5014906,-0.0066996114,-0.05368927,0.022508208,0.03436077,-0.13155054,-0.07017862,-0.03002815,-0.67596203,-0.29369316
18-319-00200,2026-04-01,max_rain contributed -19%; mean_sex_ratio contributed -14%; mean_ndvi contributed -14%,-0.9108942,0.088692226,-0.16119102,-0.6616175,-0.034678206,-0.20478816,-0.20998171,-0.32553762,-0.68567497,0.04555684,0.115203954,-0.1362044,-0.08326614,-0.09288501,-0.045151025,0.041274454,-0.27454674,-0.19315308,-0.15217985,-0.33610636
18-319-00201,2026-04-01,sum_rain contributed -20%; net_sown_area_in_hac contributed -13%; mean_sex_ratio contributed -12%,-0.5108586,0.06789097,-1.4405451,0.16449633,-0.061610777,-0.03645719,-0.13342771,-0.056455206,-0.84894955,-0.48715305,-0.9088013,-0.7264502,-0.18594447,-0.2637985,0.07178713,-0.35971022,0.009561408,0.08713875,-0.3074593,-0.35211483
18-319-00202,2026-04-01,max_rain contributed -22%; mean_sex_ratio contributed -17%; slope_mean contributed -8%,-1.2110158,-0.28339708,-0.24722557,-0.42572087,-0.105468996,-0.114424564,-0.1912675,-0.24291284,-0.97820055,-0.042691063,-0.3818476,-0.03341457,-0.030290123,-0.16709703,-0.14222433,0.046419986,-0.24871191,-0.45816138,-0.1291168,-0.118620865
18-320-00203,2026-04-01,sum_aged_population contributed -18%; sum_rain contributed -17%; schools_count contributed -13%,-0.95222384,-0.10394623,-1.7817934,0.24861556,0.016531182,-0.6339819,-1.882319,0.108882554,-0.2733163,-0.61659753,-1.2421533,-1.3671788,-0.4563377,-0.22524281,-0.09060754,-0.036887288,-0.13065462,0.07989427,-0.15563914,-0.16783462
18-320-00204,2026-04-01,sum_aged_population contributed -14%; sum_rain contributed -11%; net_sown_area_in_hac contributed -10%,-1.0850552,-0.61140496,-1.2521895,-0.44791815,-0.578856,-0.42389056,-1.6242912,0.09553051,-0.8572259,-0.63563526,-1.1774191,-1.1765232,-0.35859653,-0.3518192,-0.15244135,-0.30693427,-0.16498397,0.022299312,-0.0036638794,-0.158365
18-320-00205,2026-04-01,mean_ndbi contributed -18%; max_rain contributed +16%; drainage_density contributed -12%,0.5784736,0.08016234,0.16606283,-0.38757572,-0.6682484,0.058167603,-0.08285428,0.0046108486,-0.22792059,-0.1721827,-0.13252148,0.05506635,0.08147916,0.061007064,-0.0057282094,-0.41913092,-0.017543573,0.11116671,-0.004164173,-0.32756704
18-320-00206,2026-04-01,mean_sex_ratio contributed -21%; mean_rain contributed +16%; net_sown_area_in_hac contributed -15%,0.11079161,0.61497486,-0.25170356,-0.24895895,0.23409098,0.05234948,-0.031529322,0.0019511415,-0.79014015,-0.007931626,-0.56262064,0.06427065,-0.0077555142,-0.04749185,0.09279123,0.057849035,0.061748173,0.110323034,-0.17425479,-0.27495602
18-320-00207,2026-04-01,mean_ndbi contributed -17%; mean_ndvi contributed -16%; mean_rain contributed -10%,-0.032618314,-0.50199103,-0.17807646,-0.7964204,-0.87307,-0.31701124,-0.17962146,-0.06730441,-0.4468645,-0.027577715,0.31400457,0.02495732,0.06812104,0.02502523,-0.08577992,-0.41082692,0.15765294,-0.14474137,0.05590053,-0.36944792
18-321-00208,2026-04-01,sum_rain contributed -29%; mean_ndbi contributed -21%; mean_rain contributed -10%,-0.07919419,-0.44236854,-1.235377,0.3644375,-0.88279015,-0.22238821,-0.050287,-0.08075457,0.113012254,0.008085535,-0.35293558,0.11089153,0.014748565,-0.054452106,0.08839164,-0.0060513,0.0010421523,0.0460152,0.064173125,-0.021016
18-321-00209,2026-04-01,sum_rain contributed -19%; schools_count contributed -17%; mean_ndbi contributed -12%,-0.44923556,0.4075316,-1.3529947,0.08470891,-0.8321495,-0.23959091,-0.6021347,0.00023630384,0.047942568,-0.6298368,-0.19488302,-1.1907464,-0.27106783,-0.25036353,-0.063161924,0.041367106,-0.053829793,-0.010833694,-0.12926994,-0.17351152
18-321-00210,2026-04-01,mean_rain contributed -35%; sum_rain contributed -24%; mean_ndbi contributed -15%,-0.035836395,-1.8330925,-1.2733237,0.154208,-0.79455996,-0.09388859,-0.05976282,-0.14104666,-0.011813023,-0.012475168,-0.16902624,-0.06808846,-0.12552138,-0.10723666,0.1010063,-0.124853365,-0.013822061,0.05238543,-0.078115426,-0.047427643
18-321-00211,2026-04-01,max_rain contributed -26%; mean_ndbi contributed -16%; sum_aged_population contributed -12%,-1.0454863,-0.08084816,-0.37879023,-0.32919168,-0.6332278,0.023144795,-0.46502528,-0.04993105,0.18719305,0.03366515,-0.06631448,-0.043272264,-0.006431506,-0.18526319,0.08535616,-0.08463788,-0.028588679,0.10352808,-0.013851362,-0.12919651
18-321-00212,2026-04-01,mean_ndvi contributed -19%; distance_from_river contributed -16%; slope_mean contributed -9%,-0.4708769,0.17546469,-0.40343824,-1.6513475,-0.7326347,-0.10071373,-0.06362434,-0.12541161,-0.09293765,0.047142506,-0.43811092,-0.086183265,0.07038689,-0.48578912,-1.3877031,-0.5617967,-0.4280011,-0.83147854,-0.15938652,-0.5565288
18-321-00213,2026-04-01,sum_rain contributed -24%; mean_cn contributed -17%; mean_ndbi contributed -9%,-0.050051812,0.12150989,-0.9556532,-0.117338754,-0.3695405,-0.22098918,-0.08160061,-0.06410558,0.16547345,-0.0007334477,0.056856386,0.028891532,-0.0027772752,-0.24511008,0.037045505,0.09619508,-0.21056819,0.15646787,-0.6799999,-0.33733752
18-321-00214,2026-04-01,net_sown_area_in_hac contributed -28%; sum_rain contributed -22%; mean_ndbi contributed -7%,-0.39613575,-0.064622134,-1.3898723,-0.015607628,-0.46842542,-0.02319201,-0.20573232,-0.17463598,0.24486598,-0.31084087,-1.7515482,-0.098677516,-0.08784663,-0.17065333,0.008988523,-0.0637911,-0.23374845,0.08350918,-0.10577782,-0.40109983
18-321-00215,2026-04-01,net_sown_area_in_hac contributed -23%; sum_rain contributed -21%; schools_count contributed -10%,-0.21862462,-0.19308628,-1.5933663,-0.21290113,-0.02488386,-0.07626902,-0.1165304,-0.3082868,0.2735874,-0.568103,-1.7624185,-0.74469084,0.033341758,-0.21633579,0.013201462,0.006202544,-0.052134216,-0.65216964,-0.30015826,-0.40181553
18-321-00216,2026-04-01,mean_ndvi contributed -23%; mean_ndbi contributed -11%; sum_aged_population contributed -10%,-0.134067,0.048022322,-0.042878576,-1.551305,-0.71832204,-0.18710652,-0.70069134,-0.015963603,-0.009892454,-0.20041512,0.093474,-0.06278604,0.12688406,-0.0652908,-0.37007588,-0.49083948,-0.6683056,-0.69691956,-0.23541516,-0.35825846
18-321-00217,2026-04-01,max_rain contributed -26%; sum_aged_population contributed -13%; sum_rain contributed -10%,-2.773125,-0.9898449,-1.0865624,0.21637888,-0.5578648,-0.33643395,-1.3667281,0.07741708,-0.07040692,-0.32963368,-1.0327986,-0.73056567,-0.008745393,0.073061146,-0.0629576,-0.38890392,0.06944164,-0.30182612,-0.10005708,-0.09654768
18-321-00218,2026-04-01,max_rain contributed -27%; mean_rain contributed -12%; sum_rain contributed -12%,-2.7688868,-1.2195268,-1.2057264,0.18193522,-1.1207838,-0.32901952,-0.3791903,0.14466421,0.07407675,-0.3744674,-0.9161309,-0.57084936,-0.3245677,-0.014803749,-0.0037912475,-0.0035370537,0.06776627,-0.33676836,-0.027588781,-0.084597275
18-321-00272,2026-04-01,distance_from_river contributed -27%; mean_ndvi contributed -12%; impact contributed -9%,0.10177814,0.34520432,-0.3888971,-0.53127587,-0.20641156,-0.1543384,0.027249577,-0.013568992,0.15352437,-0.0034170558,-0.12445188,0.029512906,-0.16044414,-0.16109869,-1.2159902,-0.22206049,-0.0406317,0.16256163,0.046643134,-0.42389315
